ID,force,song1,song2,song3,song4,song5,song6,song7,song8,song9,song10,song11,song12,song13,song14,song15,song16,song17,song18,song19,song20,song21,song22,song23,song24,song25,song26,song27,song28,song29,song30,song31,song32,song33,song34,song35,song36,song37,song38,song39,song40,song41,song42,song43,song44,song45,song46,song47,song48,song49,song50,song51,song52,song53,song54,song55,song56,song57,song58,song59,song60,song61,song62,song63,song64,song65,song66,song67,song68,song69,song70,song71,song72,song73,song74,song75,song76,song77,song78,song79,song80,song81,song82,song83,song84,song85,song86,song87,song88,song89,song90,song91,song92,song93,song94,song95,song96,song97,song98,song99,song100
SV-6546-7094,21.234,9978397,9997039,9977399,9977341,9955583,9924271,9934413,9985100,9964333,9991125,9956955,10000000,9957115,9985163,9942322,9996144,9996183,10000000,9997717,9997827,9997478,9983811,9992343,9995153,10000000,9977452,9994417,9914907,9994591,9942159,9994592,9996107,9975712,9997933,9954832,9988262,9976798,9964485,9945839,9925404,9922680,9967118,9961715,9991605,9968277,9928176,9931565,9993576,10000000,9986766,9988864,9991866,10000000,9976434,9906126,9997938,10000000,9960753,9989651,9990682,9975609,9987740,9938467,9998283,9978145,9985601,9967880,9938692,9924623,9981776,9946695,9989630,10000000,9994972,9978033,9992735,9971590,9985987,9977744,9942315,9972565,9947472,9983646,9993746,9901234,9935424,9979989,9951239,9951028,9923211,9933026,9933428,9917251,9841269,9976459,9930476,9993333,9991310,9902196,9965675
SV-7138-9710,21.211,9974469,10000000,9982614,9992447,9942893,9981067,9972993,9976585,9984395,9968051,9932851,10000000,9951267,9977744,9964200,9980724,10000000,10000000,9961204,9978270,10000000,9939870,9989790,9995153,9995938,9960541,9957201,9952726,9929691,9961439,9922510,9974698,9970854,9966942,9948810,9963112,9930394,9966355,9903988,9937836,9964854,9971228,9965543,9996642,9953635,9965009,9972198,9974304,10000000,9997794,9996288,9991866,9990023,9941779,9925889,10000000,9963429,9962715,9970679,9985091,9982113,9944830,9974196,10000000,9970995,9955003,9931477,9936421,9913854,9945330,9940298,9939858,9950851,9949723,10000000,9992735,9959415,9932274,9959198,9969097,9977137,9952396,9971381,9987492,9962962,9939114,9967483,9995936,9926542,9945898,9920468,9919163,9937311,9901738,9927024,9951759,9953333,9944386,9929280,9944698
SV-5331-1657,21.227,9921445,10000000,9972183,9916918,9917512,9937523,9917052,9965942,9977708,9905928,9764118,9972352,9968810,9908506,9920445,9926754,9956106,9966703,9981743,9958713,9909228,9965309,9964267,9995153,9900487,9981210,9927428,9900724,9951325,9935732,9913482,9984429,9919041,9981404,9810298,9979879,9960556,9960747,9921221,9981351,9925023,10000000,9982771,9966420,9975597,9937384,9982891,9695931,10000000,10000000,9708611,10000000,9986033,9962572,9950592,9973206,9985778,9897959,9968954,9962728,9977235,9981610,9807463,9926192,9907898,9991000,9914346,9813805,9978463,9829157,9861407,9979261,10000000,9984917,9983102,9970940,9912743,9724427,9936943,9969097,9771376,9891661,9971381,9840525,9864197,9957564,9989994,10000000,9965719,9900523,9939305,9833571,9902206,9905517,9976459,9802780,9866666,9914841,9852542,9938977
SV-7827-7675,21.056,9961724,9952198,9954798,9974082,9942119,9965986,9954237,9959550,9991083,9975150,9906215,9980859,9979406,9950391,9935316,9967962,9985138,9994450,9993068,9997620,9991965,9950980,9981263,9989662,9987781,9986252,9986155,9928104,9957817,9944301,9963950,9980537,9957000,9970346,9946270,9969729,9965736,9941199,9962612,9977206,9983598,9984513,9991876,9991605,9951776,9976470,9946536,9963252,9982238,9997663,9986198,10000000,9989587,9915030,9970355,9990929,9986351,9950941,9943735,9952830,9965951,9977728,9988090,9985299,9953271,9983801,9925775,9942196,9944364,9958797,9944562,9977187,9970511,9984917,9901993,9983654,9985795,9906585,9938798,9982913,9919981,9955679,9983646,9910881,9932098,9825274,9909402,9930191,9947676,9888254,9929057,9906666,9951338,9903701,9820747,9939971,0,9461628,0,0
SV-3024-0735,21.203,9974469,10000000,9977399,9902312,9923857,9967815,9955632,9970200,9977708,9975150,9936294,10000000,9990253,9967853,9912490,9967232,9980916,9983351,10000000,10000000,9984871,9993061,10000000,10000000,10000000,9981210,9985113,9966908,9991887,9978577,9971160,10000000,9901230,9958677,9923215,9986586,9958236,9970093,9955686,9962702,9962511,9975339,9980857,9998321,9970717,9990791,9952951,9972162,9998305,9995588,9959168,9916632,9988028,9977820,9938241,9995877,9995936,9960753,9915603,9979500,9964227,9977523,9980150,9958805,9973462,9978401,9901498,9913714,9964106,9936218,9914712,9914973,9900684,9982403,9912132,9985470,9953327,9918262,9910979,9964977,9926840,9949113,9914145,9921826,9954732,9905904,9982491,0,9573947,9979070,0,9977432,9931972,9957627,9954597,9953333,9984358,9981944,9961861,9922316
SV-7601-6668,21.209,9996072,9994079,9987830,9984894,9983079,9975388,9969135,9987228,9991083,9984025,9950068,9995746,9990253,9975272,9958233,9942174,9990458,10000000,9986307,10000000,9989914,9993061,9994895,9993537,9979691,9981210,9959062,9970059,9978366,9942159,9963950,9984429,9959520,9956611,9969888,9983232,9997679,9973831,9913835,9968918,9981255,9981504,9973200,9981531,9958516,9924493,9965782,9967880,9993220,10000000,9961024,9981699,9974062,9973662,9970355,9985572,9977651,9976452,9953432,9977636,9982113,9973436,9964271,9977686,9970340,9985601,9965738,9922797,9967695,9981776,9923240,9937785,9931192,9979889,9988171,9985470,9943181,9943951,9892433,9975278,9979423,9962245,9940038,9924953,9952674,9974169,9974987,9977651,9985308,9980802,9958141,9957203,9982447,9943310,9995291,9967366,9960000,9975669,9980439,9925629
SV-7246-4133,21.082,9961724,10000000,9964840,9964114,9934433,9909963,9951774,9975280,9986625,9923677,9908054,10000000,9987644,9973890,9926692,9931653,9992366,9992600,9984025,9964302,9970540,9974560,9946401,9995153,9937043,9986847,9962420,9952614,9952193,9985004,9989185,9979235,9934640,9960743,9906763,9944800,9958236,9911799,9910269,9966846,9944255,9985614,9983753,9963062,9958516,9958823,9920966,9991434,9980461,9997794,9946766,10000000,9994014,9943166,9910664,10000000,9940855,9948979,9945611,9939072,9943820,9969350,9970226,9965671,9928192,9950210,9929336,9903660,9982053,9949103,9921108,9933637,9921232,9937770,9957755,9981837,9939123,9936321,9919614,9940255,9926840,9955679,9925047,9954659,9917695,9933579,9947473,9965461,9982859,9965095,9920468,9952448,9957372,9950869,9938794,9948921,9964444,9977407,9992476,9956140
SV-4525-4125,21.205,9921434,9958555,9954798,9945241,9949238,9918591,9965277,9976585,9921979,9929002,9948347,9989366,9935672,9960435,9942322,9912430,9973282,10000000,9995435,9997827,9972264,9953746,9997447,9983844,9995938,9988726,9925567,9930664,9972958,9933590,9951333,9990268,9948186,9900826,9947305,9959758,9988399,9986915,9913835,9927476,9934395,9981504,9938744,9969778,9883248,9933333,9940119,9906006,9998305,9995588,9968448,9995933,9972067,9970889,9958003,9975056,9995936,9901883,9958606,9990682,9993495,9961176,9972211,9994850,9953271,10000000,9882226,9938692,9921033,9979498,9950959,9979261,9993446,9987430,10000000,9987286,9991883,9974311,9920252,9913473,9997713,9988509,9983646,9982801,9954732,9964944,9984992,10000000,9955925,9966841,9979070,9919163,10000000,9894179,9941148,9933314,9988888,9980882,9945832,9919908
SV-1653-0206,21.205,9965753,9974506,9944485,9924242,9964381,9941976,9956279,9943820,9929906,9979546,9937500,10000000,9946457,9986945,9926692,9903887,9968152,9927419,9935304,9928605,10000000,9960765,10000000,9927636,9907135,9960722,9976265,9952614,9946569,9968109,9940519,9973006,9962147,9911040,9973135,9924547,9967517,9957009,9932701,9935764,9970916,9955752,9987814,9974526,9967005,9903921,9939562,9942686,9969804,10000000,9970425,9926408,10000000,9907705,9903656,9920634,9939049,9929577,9947486,9954795,9947225,10000000,9980859,9931342,9974218,9980850,9948268,9968689,9966838,9944255,9947689,9968609,10000000,9967532,9905523,9977920,9949160,9966887,9909565,9944468,9956561,9958962,9922322,9909318,9952674,9918819,9949974,9835432,9958374,9942408,0,10000000,0,0,0,9785754,9877777,9862704,9959374,9836003
SV-1025-2893,21.205,9945011,9896388,9977399,9962235,9961928,9926164,9986496,9995742,9975479,9978700,9970730,10000000,9976608,9985163,9926412,9996144,9984732,10000000,9997717,9991308,9992435,9990749,9989790,9991922,10000000,9986847,9998139,9962180,9991887,9944301,9994592,9986376,9967616,9969008,9944293,9981556,9979118,9951401,9938453,9983423,9960168,9995889,9959800,9998321,9953635,9959484,9963644,9950749,10000000,9991177,9996288,9995933,9980047,9965345,9945652,9991755,9997968,9974489,9974129,9986954,9985365,9989783,9980150,9991417,9976584,9992800,9907922,9970481,9931801,9986332,9918976,9950228,10000000,9987430,9983102,9994551,9977678,9983652,9964762,9993819,9993141,9985226,9986372,9974984,9960905,9963099,9977488,9969524,9919196,9951134,9937212,9959581,9972417,9901738,9967043,9984392,9988888,9975669,9984953,9973302
SV-7295-9278,21.205,9954831,9991119,9966968,9977341,9972504,9986747,9944058,9953171,9984395,9973375,9963842,9972352,9994152,9960435,9922434,9984579,9994274,9994450,9995435,10000000,9984871,9988436,9974476,10000000,10000000,9994363,9981391,9982666,9970254,9946443,9971160,9980537,9954663,9969008,9707919,9974849,9976798,9970093,9982767,9970990,9983598,9967118,9967457,9984889,9975597,9983425,9970059,9970021,9988135,9980149,9975872,9959333,9978052,9933462,9953063,9989694,9957334,9970565,9934460,9998136,9986991,9995913,9968241,9979402,9976584,9989200,9912205,9929609,9955132,9979498,9918976,9973040,9973787,9989944,9991551,9989102,9951298,9957963,9940652,9981458,9972565,9965528,9976832,9932770,9969135,9913284,9989994,9995936,9948579,9904013,9947676,9938183,9997492,9950869,9950564,9957434,9984444,9975669,9981944,9944698
SV-6932-6579,21.197,9972505,9997039,9989568,9981117,9989424,9973494,9984567,9987228,10000000,9991125,9958677,9997873,9986354,9995054,9958233,9986507,10000000,10000000,9988589,9973924,9984871,9981498,9974476,9996768,9991876,9983089,9977670,9957453,9978366,9946443,9974765,9982483,9965997,9983471,9965371,9983232,10000000,9986915,9950763,9977206,9967197,9983559,9980857,9986568,9958516,9948434,9942258,9974304,9996610,10000000,9975872,9997966,9986033,9997227,9943181,9993816,9977651,9974489,9982752,9972046,9986991,9975480,9986105,9987984,9970340,9982001,9963597,9968210,9947954,9986332,9959488,9981335,9986893,9979889,9978033,9969124,9975649,9957963,9953635,9985578,9974851,9978660,9989097,9981238,9973251,9961254,9959979,9939049,9973065,9979057,9970699,9957203,9947342,9931972,9964689,9944665,9948888,9966979,9953355,9950419
SV-1348-1041,21.195,9968578,9967436,9984353,9973564,9940778,9929950,9924768,9985100,9971020,9978700,9932851,10000000,9943469,9965380,9912490,9971087,9959660,10000000,10000000,9997827,9984871,9965309,9979581,9991922,10000000,9962420,9973948,9957453,9945916,9822323,9974765,9978590,9946567,9927007,9948810,9966465,9948604,9942056,9953225,9952341,9943767,9977394,9931087,9978173,9926793,9946593,9965782,9931477,9994915,9982355,9962539,9975599,9986033,9936235,9945652,10000000,10000000,9970565,9953113,9983227,9969105,9965263,9942437,9987984,9956290,9983801,9950749,9900090,9955132,9920273,9936034,9962671,9954128,9979889,9966204,10000000,9983766,9904250,9957344,9908158,9997713,9975377,9930498,9937460,9942386,9974169,9899949,9904510,9883071,9958141,9912030,9912236,9954648,9854048,9907775,9928888,9966979,9903701,9961861,9906426
SV-6936-4281,20.962,9956794,9997039,9935674,9941465,9911167,9922377,9942129,9980842,9975479,9941427,9925964,10000000,9951267,9970326,9918456,9959521,9872137,9992600,9988589,9971751,9944528,9958371,9987238,9974151,9975629,9969936,9975809,9933816,9956733,9914310,9924297,9980537,9959520,9977272,9900632,9936284,9937354,9900934,9913835,9948197,9974226,9971228,9959800,9963062,9926793,9988950,9933704,9950749,9994915,9982355,9966592,9957299,9986033,9904352,9906126,9934047,9987809,9909733,9941359,9916138,9949593,9934613,9914648,9963954,9945363,9947804,9832976,9900090,9886934,9940774,9910447,9956449,9947575,9919557,9989861,9985470,9981737,9941616,9894287,9940255,9963420,9970453,9937312,9909318,9921810,9950184,9944972,9965461,9933888,9930191,9941398,9912030,9959879,9939531,9922316,9971623,9942222,9944386,9966897,9918001
SV-2735-7498,21.181,9966614,9997039,9987830,9977341,9957698,9916698,9930445,9991485,9991083,9962726,9927685,10000000,9948517,9985163,9926412,9974942,9996183,10000000,10000000,9980443,9992435,9938695,10000000,9998384,10000000,9979331,9952531,9966908,9978366,9871465,9956741,9992214,9969235,9954545,9953327,9983232,9928074,9958878,9945839,9964774,9962511,9997944,9994257,9989926,9939086,9958823,9961505,9940042,9993220,9982355,9985152,9995933,9992019,9963375,9940711,9995877,10000000,9935791,9956881,9972046,9982113,9991826,9976181,9996567,9987511,9992800,9933618,9943233,9937185,9961275,9963752,9958523,9983617,9972347,9991551,9992735,9997970,9974311,9942507,9983518,9981710,9967170,9994548,9998436,9960905,9955719,9987493,9993904,9897159,9951134,9966513,9923918,9989969,9913076,9901129,9965947,9962222,9993048,9995486,9980930
SV-2498-3336,21.198,9968578,9973357,9970445,9960347,9961928,9965921,9976851,9980842,9993312,9960951,9960399,9989366,9982456,9967853,9934367,9963377,9990458,10000000,9979461,9997827,9979828,9974560,9964267,9982229,9993907,9996242,9975809,9957453,9951325,9918594,9953136,9990268,9949805,9993801,9944293,9968142,9986078,9957009,9938453,9950269,9960168,9971228,9973200,9979852,9982918,9974217,9957228,9955032,9998305,10000000,9975872,9979666,9984038,9944552,9925889,9979389,9993904,9978414,9989651,9986954,9985365,9983653,9974196,9993134,9975023,9987401,9933618,9965940,9919239,9965831,9936034,9966818,9996723,9982403,10000000,9998183,9977678,9971975,9951780,9987639,9974851,9977019,9990460,9984365,9956790,9950184,9962481,9967492,9982859,9973821,9937212,9916785,9977432,9897959,9964689,9987230,9982222,9986096,9981944,9961861
SV-4130-8092,21.141,9968578,9939451,9925243,9907477,9940778,9922377,9924768,9974457,9975479,9916577,9930147,10000000,9972709,9933234,9928400,9949884,9986641,9990751,9974897,9973924,9977307,9986123,10000000,9978998,10000000,9958662,9916263,9951150,9943212,9929305,9951333,9941611,9943329,9927685,9914182,9922870,10000000,9962616,9955686,9931620,9950796,9981504,9930950,9959704,9919472,9963167,9944396,9959314,9988135,9986766,9961024,10000000,9948124,9923759,9906126,9981450,9993904,9917582,9902475,9959001,9972357,9950960,9914929,10000000,9960974,9969402,9931477,9909173,9937185,9931662,9904051,9950228,10000000,9957264,9981412,9974573,9975649,9978981,9925643,9901751,9990855,9940906,9986372,9917135,9934156,9942804,9922461,9987809,9982859,9942408,9918375,9947693,9949849,9916855,9910546,9934733,9933333,9940910,9915738,9904652
SV-2220-1844,20.948,9972505,9970396,9972183,9935800,9911167,9973494,9957561,9948914,9957646,9950301,9862258,9993619,9982456,9962908,9902545,9974942,9975190,10000000,9986307,9993481,9982349,9976873,10000000,9982229,9961413,9969936,9970227,9973211,9924283,9880034,9958543,9935772,9914183,9964876,9906654,9954728,9951276,9979439,9926144,9948197,9910965,9997944,9929173,9921087,9934114,9889502,9923011,9944325,9988135,9977944,9979584,9957299,9962090,9959800,9940711,9997938,9969524,9954866,9981027,9970182,9983739,9967306,9954346,9969104,9931314,9960403,9899357,9943233,9942569,9954441,9918976,9958523,9934469,9952237,10000000,9974573,9961444,9948622,9948071,9967037,9977137,9934340,9972744,9918699,9872427,9922509,9944972,9979683,9926542,9904013,9933026,9843081,9954864,9856386,9818738,9958853,9953333,9975669,9965392,9895118
SV-1455-3504,21.132,9990180,9970396,9987830,9964114,9976734,9964028,9959490,9995742,9977708,9981405,9919117,10000000,9984405,9975272,9948289,9974942,9986641,10000000,9997717,10000000,10000000,9953746,9967880,9981047,9987814,9988726,9983252,9968954,9970254,9888382,9981975,9970805,9940090,9983471,9939949,9959758,9976798,9972559,9908911,9962702,9978187,9995889,9971286,9986568,9936554,9954901,9960483,9978586,9989830,10000000,9979584,9989486,9990023,9973630,9919039,10000000,9991873,9956828,9962490,9975773,9970731,9987740,9944422,9996567,9969384,9992800,9928025,9922797,9922828,9924866,9912816,9954375,10000000,9975649,9993240,9980021,9983766,9962634,9955489,9969097,9988568,9968811,9952303,9974984,9954732,9929889,9972486,9969524,9982859,9959860,9958141,9926295,9954864,9845049,9971751,9941827,9931111,9987834,9960878,9944698
SV-2688-6986,21.157,9958758,10000000,9963490,9909365,9945008,9937523,9830246,9989357,9968791,9920127,9924242,10000000,10000000,9940652,9832935,9876638,9944798,9938956,9995435,10000000,10000000,9962997,9989790,10000000,9963444,9936114,9936732,9913331,9986479,9931448,9908950,9957181,9923898,9971074,9899126,9912749,10000000,9878504,9718344,9962702,9950796,9985614,9902373,9994963,9924353,9598039,9907019,9955032,9947457,9991177,9922048,9981699,9950119,9958414,9901185,9971145,9997968,9972527,9963780,9979500,9985365,9922353,9829297,9919147,9874315,9929145,9948608,9816076,9947954,9797266,9850746,9580717,10000000,9994972,9918891,9972756,9892451,9894908,9910979,9803502,9917925,9949577,9897119,9870848,9979989,10000000,9867776,9930191,9895353,9957203,9852607,9868173,9764472,9953333,9965241,9887150,9870327,9881709,9801338,9917127
SV-5095-2370,21.192,9980361,10000000,9993045,9986782,10000000,9956455,9980709,9976585,9986625,9984025,9967286,9995746,9994152,9980217,9954256,9990362,9992366,9996300,9993153,9984789,9957135,9969935,9989790,9996768,10000000,9984968,9985113,9965332,9983775,9987146,9969358,9970805,9967616,9981404,9959349,9986586,9997679,9977570,9985228,9975134,9967197,9991779,9988514,9983210,9968277,9963167,9963644,9967880,10000000,9982355,9974016,9961366,9980047,9972276,9935770,9971145,9997968,9962715,9975853,9985091,9986991,9975480,9984120,9982835,9975023,9985601,9925053,9968210,9955132,9963553,9944562,9962671,9963958,9987430,9981412,9987286,9971590,9967304,9916543,9987639,9986282,9970453,9953665,9940587,9952674,9974169,9994997,9995936,9980411,9966841,9937212,9916785,9972417,9954648,9978813,9981555,9964444,9987834,9989467,9950419
SV-5896-5256,21.192,9943047,9926704,9930458,9952153,9917512,9901552,9974922,9959557,9982166,9943201,9829545,10000000,9927875,9995054,9934367,9944101,9988549,9979652,9974584,9973924,9967221,9975478,9966819,9990306,9981722,9968578,9984177,9990545,9956733,9911161,9956741,9966777,9978950,9952479,9927307,9955484,9894762,9917679,9932701,9954413,9924866,9987669,9998085,9974526,9948755,9964705,9963644,9951768,9984745,10000000,9972408,9983733,9988028,9936235,9955533,10000000,9997968,9956503,9954988,9960864,9965853,9977523,9984120,9998283,9959413,9996400,9952890,9952316,9947954,9938496,9968017,9979261,9976027,9954004,10000000,9994551,9963474,9964969,9951768,9979398,9981710,9945830,9953665,9987492,9921810,9944649,9964982,9987809,9963271,9945898,9933026,9947693,9917251,9962207,9990583,9906356,9948888,9949600,9972916,9969488
SV-2041-4975,21.176,9990180,10000000,9977399,9950906,9951353,9973494,9980709,9976585,9966562,9966276,9974173,10000000,9978557,9962908,9942322,9974942,9971374,10000000,9997717,9984789,9967221,9951433,10000000,9975767,9973598,9953025,9977670,9959029,9905354,9875749,9936914,9982483,9957901,9956611,9959349,9919871,9946635,9949532,9874446,9960629,9936738,9977394,9975114,9974815,9956076,9942909,9931565,9967880,9979661,9980149,9970304,9969499,9982043,9962572,9925889,10000000,9979683,9945054,9991376,9970182,9913821,9967306,9916633,9993134,9954729,9946004,9989293,9895549,9931801,9936218,9875762,9935711,9983617,9949723,9979722,9974573,9971590,9922933,10000000,9921714,9970278,9914642,9959116,9993746,9942386,9909594,9924962,9971556,9968168,9910994,9935119,9969091,9914744,9920634,9959981,9927639,9948888,9913103,9942822,9904652
SV-2079-2296,21.228,9996072,9997039,9973922,9979229,9900592,9954562,9951774,9991485,9953187,9962726,9955234,10000000,9916179,9967853,9972155,9974942,9994274,10000000,9993153,9984789,10000000,9981498,9989790,9988691,9983753,9953025,9979531,9944847,9983775,9905741,9980173,9994161,9944948,9927685,9954832,9983232,9939675,9975700,9923682,9941980,9957825,9993834,9963629,9956346,9953635,9957642,9957228,9976445,9983050,9988972,9990720,10000000,9958100,9965345,9945652,9962901,9997968,9974489,9981027,9953410,9959349,9961176,9950377,9996567,9932875,9991000,9982869,9940962,9933596,9956719,9921108,9937785,10000000,9969834,10000000,9998183,9981737,9955628,9966617,9981458,9935985,9963887,9986372,9981238,9930041,9968634,9962481,9959366,9924094,9935427,9933026,9907275,9922266,9924414,9962335,9965947,9951111,9972193,9944327,9937070
SV-1121-9551,21.155,9990180,10000000,9966968,9992025,10000000,9977281,9986496,9950561,9995541,9991125,9972451,9991492,9994152,9990108,9960222,9982652,9988549,10000000,9997717,9989135,9989287,9983811,9983940,9980613,10000000,10000000,9985113,9947998,9983775,9952870,9962148,9988322,9982189,9993801,9948810,9986586,9997679,9956879,9926144,9981351,9973339,9993834,9980857,9988247,9964467,9974217,9978614,9985010,9994915,9997794,9974016,10000000,9993752,9962572,9933300,10000000,9993175,9952904,9982752,9983227,9991869,9971393,9958316,9994487,9985950,9992800,9965738,9954586,9962311,9972665,9946695,9973040,9996575,9975649,9991551,9994551,9977678,9981317,9970326,9977338,9988568,9980302,9997274,9987492,9936213,9974169,9972486,9997968,9976977,9995244,9949849,9901738,9959981,9951759,9966666,9973931,9888654,9897025,9959392,9747324
SV-3642-1308,21.186,9976433,10000000,9935674,9966012,9985194,9918591,9969135,9951042,9982166,9984025,9913911,10000000,9986354,9967853,9914478,9973014,10000000,10000000,9956640,9984789,9982349,9974560,10000000,9991922,10000000,9979331,9960922,9925937,9954029,9937874,9951333,9984429,9965997,9991735,9941282,9984909,10000000,9968224,9938453,9958557,9939081,9975339,9977029,9981531,9936554,9981583,9985029,9980728,9993220,9995588,9944320,9983733,9968076,9981979,9920948,10000000,9987809,9935243,9963780,9966455,9990243,9950960,9926558,9943357,9965657,9978401,9946466,9947774,9917444,9965831,9899786,9931563,10000000,9974861,9991551,9972756,9941152,9899579,9873887,9975278,9961133,9954038,9975470,9989055,9927983,9916974,9969984,9987809,9982859,9926701,9933026,9907275,9969909,9845049,9931732,9957434,9964444,9966979,9945832,9919908
SV-4759-0494,21.226,9990180,10000000,9991307,9988670,9964043,9954562,9967206,9982971,9982166,9975150,9924242,10000000,9986354,9977744,9960222,9949884,9994274,10000000,9993153,9995654,9972264,9976873,10000000,9998384,9977660,9962420,9986974,9943271,9948620,9910025,9969358,9978590,9925518,9952479,9914182,9978202,9993039,9921495,9945839,9962702,9985941,9993834,9961715,9973136,9951195,9977900,9959366,9907922,9983050,9993383,9985152,9975599,9994014,9934848,9916007,10000000,9979683,9972527,9956881,9957137,9980487,9981610,9966256,9982835,9945363,9973002,9970021,9938692,9944364,9906605,9927505,9939858,10000000,9972347,10000000,9989102,9983766,9901914,9909124,9985578,9929126,9932698,9965930,9939024,9942386,9918819,9959979,9995936,9924094,9940663,9907911,9957203,9929789,9920634,9945856,9909194,9904444,9906152,9917243,9914187
SV-1317-6555,21.176,9962686,10000000,9984353,9975453,9968274,9956455,9947916,9985100,9955416,9978700,9924242,9991492,10000000,9977744,9930389,9969159,9984732,9990751,10000000,9980443,9959657,9986123,9971924,9982229,10000000,9966178,9985113,9971635,9967550,9965724,9965753,9996107,9967616,9964876,9920204,9969818,9993039,9936448,9958148,9952341,9960168,9965063,9973200,9959704,9946315,9972375,9937981,9980728,9981355,9971327,9968448,9971533,9986033,9920986,9933300,9987633,9995936,9976452,9965505,9985091,9982113,9969350,9978165,9986268,9975023,9978401,9972162,9936421,9951543,9979498,9927505,9962671,9947575,9997486,9981412,9990918,9985795,9967304,9935089,9985578,9967992,9960604,9978195,9971857,9969135,9968634,9969984,9967492,9977962,9961605,9937212,9928673,9984954,9939531,9983521,9961691,9968888,9984358,9971411,9935163
SV-2818-5556,21.175,9946975,9991119,9994784,9984894,9991539,9964028,9959490,9989357,9975479,9982250,0,9989366,9998050,9967853,9918456,9980724,10000000,9974102,9993153,10000000,9959657,9986123,9994895,9990306,9945166,9981210,9996278,9921568,9994591,9967866,9962148,9990268,9956282,9977272,9774020,9976525,10000000,9970093,9921221,9989639,9981255,9989724,9971286,9983210,9970717,9970534,9980752,9967880,10000000,10000000,9952700,9997966,9950119,9919425,9950592,9902494,9987809,9984301,9955156,9973909,9969105,9987740,9978165,9986268,9981267,10000000,9543897,9961398,9938980,9845102,9940298,9970966,9888597,9994972,9981412,9998183,9833603,9862213,9820103,9993819,9981710,9977019,9923389,9969135,9955719,9977488,9977651,9990205,9958115,9966513,9957203,9984954,9924414,9990583,9961691,9971111,9975669,9995486,9967581,9945268
SV-5022-9578,21.168,9964650,10000000,9973922,9969788,9949238,9965921,9976851,9948914,9984395,9948526,9930147,10000000,9988304,9992581,9934367,9978797,10000000,10000000,9984025,9984789,9997478,9969935,10000000,9995153,9991876,9990605,9976265,9900724,9948620,9916452,9953136,9974698,9980569,9962809,9945799,9939637,10000000,9923559,9903988,9906755,9962511,10000000,9975114,9990902,9909712,9956862,9963644,9901498,9989830,9986766,9956624,9993899,9978052,9913565,9938241,10000000,9997968,9931318,9920662,9986954,9957723,9979566,9956331,9989701,9970340,9980201,9959314,9911444,9926417,9906605,9886993,9950228,9986893,9982403,9998310,9970940,9951298,9971975,9920252,9985578,9958847,9947472,9993186,9909318,9919753,9905904,9993904,9919196,9926701,9945583,9945316,9934804,9705215,9924670,9971623,9904444,9965241,9962383,9849351,9931144
SV-3348-9883,21.182,9962686,10000000,9980876,9962235,9936548,9933737,9932484,9989357,9984395,9907703,9857093,10000000,9912280,9972799,9862768,9949884,9977099,10000000,9995435,9943502,10000000,9956059,9951505,9996768,9900487,9954904,9925567,9973211,9875608,9895029,9906272,9972752,9935233,9921487,9855465,9931254,9930394,9938317,9911373,9929548,9943767,9965063,9948315,9952988,9909712,9952117,9901625,9931477,10000000,9980149,9983296,10000000,10000000,9955641,9891304,9936108,9997968,9917582,9944808,9964591,9949593,9963220,9940452,9970820,9901654,9964002,9942184,9911444,9904881,9949886,9884861,9952301,9957404,9967320,9996620,9990918,9965503,9911256,9881305,9944375,9954275,9921208,9910057,9909318,9965020,9911439,9903725,9926295,9947342,9916855,9990583,9931895,9957777,9930483,9980439,9935163,9954096,9928656,9972814,9779005
SV-6449-6733,21.17,9925373,10000000,9993045,9977341,9873096,9926164,9978780,9980842,9962104,9918352,9884641,10000000,9951267,9975272,9930389,9973014,9967557,10000000,9981743,9989135,9969742,9979185,9969372,9978998,9914703,9994363,9934871,9927513,9943212,9925021,9935111,9994161,9904468,9962809,9911171,9973172,9907192,9904672,9926144,9935764,9936738,9973284,9936830,9989926,9873108,9994475,9923011,9914346,9988135,10000000,9992576,9987799,10000000,9918214,9901185,10000000,9987809,9939167,9953432,9955273,9933333,9940743,9944422,9987984,9943802,9976601,9884368,9918256,9933596,9938496,9912579,9929489,10000000,9962292,9974653,9980021,9967532,9943951,9914688,9985578,9958847,9967170,9910057,9948405,9923868,9913284,9895353,9914407,9969909,9879062,9938794,9956015,9977777,9960027,9947336,9914187,9966454,9927170,9966541,9911207
SV-3879-9474,20.954,9948939,9976317,9982614,9960347,9904274,9905338,9949845,9976585,9986625,9952076,9929407,10000000,9951267,9977744,9904534,9976869,9979007,10000000,9981743,9971751,9994957,9979185,9984686,9982229,9965475,9943630,9970227,9962180,9972958,9911161,9971160,9978590,9949805,9969008,9914182,9956405,9902552,9910280,9933530,9960629,9964854,9977394,9963629,9976494,9960956,9968692,9957228,9965738,9998305,9995588,9985152,9981699,9972067,9969503,9928359,9991755,10000000,9978414,9979303,9973909,9972761,9993870,9976181,9981119,9956290,9980201,9914346,9952316,9937185,9970916,9923240,9970966,9982876,9979889,9994930,9990918,9983766,9981317,9937700,9979398,9993141,9963887,9991823,9971857,9950617,9957564,9959979,9951239,9811459,9963350,9924654,9947693,9972417,9822373,9981167,9973041,9982222,9980882,9978934,9944698
